date,latitude,longitude,country_name,admin_division_name,risk_class,elevation,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,et0_fao_evapotranspiration
2017-06-21,32.62803,75.37122999999998,india,Jammu and Kashmir,Medium,740.0,22.8,6.7,6.7,9.0,2.39
2013-06-12,30.7394,78.5306,india,Uttaranchal,Low,1320.0,24.3,10.4,10.4,13.0,4.6
2013-08-14,33.7706,74.0967,india,Jammu and Kashmir,Low,1013.0,20.9,48.6,48.6,24.0,0.99
2010-06-25,12.89163444,74.88548779,india,Karnataka,Low,60.0,24.4,70.3,70.3,24.0,0.66
2015-06-17,27.0087,88.443,india,West Bengal,High,361.0,24.9,15.9,15.9,22.0,3.83
2012-09-01,15.3826,73.9239,india,Goa,Medium,57.0,25.6,82.3,82.3,24.0,1.14
2010-07-22,16.5676,73.66079999999998,india,Maharashtra,Low,65.0,24.5,70.8,70.8,24.0,0.72
2011-09-06,24.808,93.117,india,Assam,High,38.0,25.7,8.9,8.9,18.0,2.53
2013-07-06,31.9906,76.7907,india,Himachal Pradesh,Medium,1199.0,21.3,67.5,67.5,24.0,0.96
2010-07-20,26.8716,94.9921,india,Nagaland,High,288.0,24.9,110.9,110.9,24.0,0.99
2015-08-16,27.8835,96.9262,india,Arunachal Pradesh,Low,956.0,24.9,12.6,12.6,23.0,1.58
2015-08-11,31.3237,76.7622,india,Himachal Pradesh,Low,560.0,25.9,3.4,3.4,6.0,2.83
2016-08-16,26.88161,95.399897,india,Arunachal Pradesh,Low,685.0,26.6,7.3,7.3,7.0,4.11
2018-09-14,27.71646253,88.55668312999998,india,Sikkim,High,2702.0,14.9,14.1,14.1,22.0,1.74
2016-06-17,31.5124,78.1181,india,Himachal Pradesh,High,1744.0,20.4,0.2,0.2,2.0,4.87
2013-08-14,33.7705,74.0967,india,Jammu and Kashmir,Low,1013.0,20.9,48.6,48.6,24.0,0.99
2012-11-11,23.7705,92.5217,india,Mizoram,High,69.0,22.0,0.0,0.0,0.0,2.93
2012-09-17,33.9639,74.9597,india,Jammu and Kashmir,Low,1589.0,15.1,28.5,28.5,22.0,0.92
2009-08-20,27.1761,88.5287,india,Sikkim,Low,314.0,24.9,43.3,43.3,23.0,1.06
2013-05-11,26.1662,91.7138,india,Assam,Medium,165.0,24.4,21.7,21.7,20.0,2.73
2009-08-16,27.15977181,88.63411245999998,india,West Bengal,High,836.0,22.8,137.5,137.5,24.0,0.89
2015-09-16,19.316,83.2414,india,Orissa,Low,584.0,23.0,55.2,55.2,20.0,0.74
2010-08-17,26.2753,94.6654,india,Nagaland,Low,1115.0,22.3,10.1,10.1,18.0,2.32
2010-08-06,34.3061,77.32649999999998,india,Jammu and Kashmir,High,4029.0,12.6,12.8,12.8,20.0,3.22
2014-06-27,26.1619,91.7697,india,Assam,Medium,55.0,27.5,9.2,9.2,22.0,2.33
2017-06-17,23.65637182,93.02746602,india,Mizoram,Medium,531.0,24.9,4.9,4.9,14.0,2.98
2016-07-28,27.5748,91.8644,india,Arunachal Pradesh,Low,2695.0,13.7,9.0,9.0,15.0,1.93
2015-07-22,25.4477,94.0489,india,Manipur,High,1287.0,20.4,21.8,21.8,24.0,1.35
2018-12-21,30.51701952,79.09243030999998,india,Uttaranchal,Medium,1275.0,10.9,0.0,0.0,0.0,2.53
2012-06-03,25.3056,93.1265,india,Assam,High,285.0,25.0,127.6,127.6,22.0,1.97
2011-08-23,27.13862165,88.22551799,india,Sikkim,High,843.0,22.1,21.4,21.4,22.0,1.26
2007-05-08,33.242,75.23099999999998,india,Jammu and Kashmir,Low,724.0,27.3,0.3,0.3,2.0,5.98
2015-09-05,26.048,91.8695,india,Meghalaya,Medium,85.0,26.7,21.2,21.2,8.0,3.18
2010-08-17,26.9435,88.4445,india,West Bengal,Low,170.0,25.7,31.6,31.6,19.0,1.59
2014-05-22,15.4951,73.8288,india,Goa,Medium,45.0,28.3,0.3,0.3,2.0,4.74
2015-08-01,23.9939,94.0573,india,Manipur,Medium,968.0,20.8,16.4,16.4,22.0,1.95
2013-06-18,19.0811,73.02259999999998,india,Maharashtra,Medium,19.0,25.9,27.2,27.2,24.0,2.03
2015-06-09,27.0987,93.816,india,Arunachal Pradesh,Medium,211.0,23.7,32.3,32.3,24.0,1.76
2012-04-16,33.1467,75.5488,india,Jammu and Kashmir,Medium,1161.0,15.1,0.7,0.7,2.0,4.02
2021-07-22,18.10936157,73.58420319999999,india,Maharashtra,High,350.0,23.1,127.1,127.1,24.0,0.79
2012-09-19,27.8458,95.2253,india,Arunachal Pradesh,Low,134.0,24.5,55.6,55.6,24.0,1.27
2017-07-09,24.27173018,93.28039349,india,Manipur,High,1055.0,21.6,4.2,4.2,11.0,2.02
2010-06-07,24.7543,93.5039,india,Manipur,Medium,422.0,24.9,14.1,14.1,23.0,3.14
2014-07-23,29.1585,79.1464,india,Uttaranchal,Low,230.0,27.1,5.9,5.9,13.0,1.94
2015-07-10,29.3908,79.4552,india,Uttaranchal,Medium,1942.0,18.2,47.1,47.1,24.0,1.06
2017-09-21,24.938948,93.496837,india,Manipur,Low,1234.0,20.0,12.1,12.1,11.0,3.11
2016-01-14,27.1758,88.52939999999998,india,Sikkim,High,306.0,15.4,0.0,0.0,0.0,1.82
2013-05-11,26.1016,91.6906,india,Assam,Low,109.0,24.7,29.0,29.0,13.0,2.96
2018-09-19,11.67186116,75.96235435,india,Kerala,Low,733.0,22.2,0.9,0.9,8.0,3.32
2015-07-24,34.258,75.41889999999998,india,Jammu and Kashmir,Low,2901.0,17.6,8.7,8.7,14.0,4.05
2007-08-31,22.6461,88.3403,india,West Bengal,Low,8.0,28.1,6.8,6.8,7.0,3.83
2010-07-25,25.0477,92.801,india,Assam,Low,184.0,27.7,28.8,28.8,10.0,4.38
2015-06-22,18.7686,73.3678,india,Maharashtra,Medium,538.0,23.1,26.1,26.1,24.0,1.34
2018-12-18,25.19640994,93.13430585,india,Assam,Low,546.0,13.6,75.4,75.4,24.0,0.36
2017-02-19,33.336892,75.19165534999999,india,Jammu and Kashmir,Low,1171.0,12.0,21.9,21.9,23.0,1.41
2015-08-09,33.29475374,74.56644559,india,Jammu and Kashmir,High,1492.0,20.8,1.7,1.7,8.0,1.67
2007-10-26,11.4046,76.6953,india,Tamil Nadu,Low,2208.0,15.1,11.4,11.4,18.0,2.65
2017-09-03,30.739231,78.373963,india,Uttaranchal,High,1050.0,23.4,0.6,0.6,3.0,4.09
2013-07-26,30.2835,79.24979999999998,india,Uttaranchal,Medium,810.0,24.5,4.5,4.5,12.0,3.87
2016-07-31,30.9753,78.4375,india,Uttaranchal,Low,2547.0,15.0,18.1,18.1,22.0,2.3
2017-03-24,11.339753,76.869056,india,Tamil Nadu,High,553.0,27.2,0.0,0.0,0.0,6.21
2018-08-16,10.86885351,76.03846722999998,india,Kerala,High,47.0,23.8,48.1,48.1,24.0,1.21
2008-10-29,27.2333,94.1167,india,Assam,Medium,91.0,22.0,0.0,0.0,0.0,2.93
2016-08-07,32.6987,75.0582,india,Jammu and Kashmir,Low,465.0,24.9,105.4,105.4,17.0,1.47
2015-03-28,33.0186,75.24049999999998,india,Jammu and Kashmir,Low,1026.0,18.4,0.0,0.0,0.0,4.31
2010-09-13,23.3439,93.0748,india,Mizoram,High,1376.0,18.3,11.5,11.5,16.0,1.5
2013-06-24,30.2524,78.92279999999998,india,Uttaranchal,Low,751.0,26.2,8.6,8.6,17.0,2.44
2015-06-29,27.0161,88.2478,india,West Bengal,High,2185.0,17.6,22.5,22.5,23.0,2.1
2010-07-31,12.8715,74.8862,india,Karnataka,Low,30.0,24.8,21.5,21.5,23.0,1.56
2018-05-26,27.232798090000003,88.59292517,india,Sikkim,High,1313.0,20.1,25.5,25.5,24.0,2.78
2017-04-08,32.95544044,74.96483289999999,india,Jammu and Kashmir,Low,725.0,17.4,2.0,2.0,4.0,4.76
2010-08-06,34.208,77.51009999999998,india,Jammu and Kashmir,Medium,3788.0,14.0,12.8,12.8,20.0,3.25
2018-08-21,33.1454521,75.78025690999998,india,Jammu and Kashmir,Low,917.0,26.5,1.5,1.5,8.0,3.2
2017-06-04,25.15246863,92.94670614,india,Assam,Low,977.0,21.3,111.4,111.4,8.0,3.17
2010-08-06,27.0375,88.26269999999998,india,West Bengal,Medium,2050.0,17.7,6.4,6.4,14.0,3.09
2007-08-26,25.5576,91.8506,india,Meghalaya,Low,1669.0,19.4,6.2,6.2,17.0,1.84
2015-10-25,33.33827658,75.19548806,india,Jammu and Kashmir,Medium,1286.0,11.3,33.1,33.1,20.0,0.76
2010-07-06,26.0093,94.5238,india,Nagaland,Low,1828.0,18.4,6.0,6.0,22.0,2.84
2010-06-03,23.8986,91.7599,india,Tripura,High,212.0,27.8,6.2,6.2,14.0,3.49
2018-09-14,27.10350855,93.64513257,india,Arunachal Pradesh,High,348.0,24.2,21.8,21.8,22.0,2.66
2015-07-24,30.416,78.34149999999998,india,Uttaranchal,Low,2325.0,16.5,10.6,10.6,17.0,3.09
2008-12-20,33.245,75.247,india,Jammu and Kashmir,Low,1162.0,10.3,30.8,30.8,21.0,0.46
2008-09-19,31.1,77.1645,india,Himachal Pradesh,Low,1890.0,14.9,60.5,60.5,24.0,0.68
2010-07-30,15.9517,73.9958,india,Maharashtra,High,667.0,21.2,13.0,13.0,24.0,0.65
2018-09-28,11.3378713,76.88295958,india,Tamil Nadu,Low,380.0,25.5,5.2,5.2,14.0,4.08
2015-09-03,33.6794,74.2525,india,Jammu and Kashmir,High,1264.0,21.5,2.0,2.0,4.0,3.72
2016-07-23,16.0781,78.8743,india,Andhra Pradesh,Medium,336.0,26.4,4.0,4.0,11.0,3.14
2012-07-05,28.9986,94.8885,india,Arunachal Pradesh,High,604.0,23.2,84.2,84.2,24.0,0.93
2016-07-19,25.203,90.5573,india,Meghalaya,High,128.0,25.0,16.6,16.6,17.0,1.3
2011-06-17,31.5639,77.97979999999998,india,Himachal Pradesh,Medium,1453.0,19.2,2.4,2.4,9.0,3.96
2010-08-14,30.9012,77.09579999999998,india,Himachal Pradesh,High,1412.0,22.0,9.1,9.1,13.0,2.09
2008-10-29,26.3333,91.25,india,Assam,Low,42.0,23.0,0.0,0.0,0.0,3.23
2011-06-29,30.2416,78.8996,india,Uttaranchal,Low,694.0,25.6,25.0,25.0,19.0,2.01
2010-08-20,30.3846,78.8371,india,Uttaranchal,High,2174.0,18.1,17.3,17.3,24.0,1.33
2010-09-22,31.0215,77.1038,india,Himachal Pradesh,Low,1719.0,18.4,47.8,47.8,15.0,1.47
2017-12-24,34.248971,74.68430699999999,india,Jammu and Kashmir,High,1581.0,-1.1,0.0,0.0,0.0,1.0
2015-01-05,28.6363,77.3957,india,Uttar Pradesh,Low,203.0,14.3,0.0,0.0,0.0,2.92
2017-06-21,32.94818322,75.12206351,india,Jammu and Kashmir,Low,744.0,23.2,10.2,10.2,11.0,2.48
2009-05-26,26.8836,88.2791,india,West Bengal,High,1527.0,16.6,134.8,134.8,24.0,0.48
2015-07-28,24.5938,72.7308,india,Rajasthan,Low,1218.0,18.4,125.9,125.9,24.0,0.74
2012-08-22,33.2412,75.2382,india,Jammu and Kashmir,High,734.0,25.0,6.3,6.3,10.0,1.23
2018-06-03,24.98793655,93.49870413,india,Manipur,Low,1199.0,20.5,6.5,6.5,20.0,3.53
2016-08-07,33.0716,74.839,india,Jammu and Kashmir,Low,460.0,24.8,49.6,49.6,14.0,1.44
2012-09-19,27.8385,88.55599999999998,india,Sikkim,Medium,3832.0,6.6,21.5,21.4,24.0,1.51
2011-08-13,31.7077,76.93129999999998,india,Himachal Pradesh,Medium,764.0,23.3,47.0,47.0,19.0,1.36
2013-06-16,31.4551,78.1996,india,Himachal Pradesh,High,2019.0,15.5,72.1,42.5,24.0,1.86
2013-11-24,11.344,76.8691,india,Tamil Nadu,Medium,771.0,21.5,0.4,0.4,2.0,3.16
2016-04-22,27.5523,91.752,india,Arunachal Pradesh,High,2428.0,11.1,37.3,37.3,22.0,2.28
2016-06-29,30.3299,79.3206,india,Uttaranchal,Medium,900.0,25.6,9.7,9.7,15.0,4.2
2007-10-25,11.7792,78.2034,india,Tamil Nadu,Low,1426.0,17.6,2.5,2.5,7.0,2.17
2015-12-29,31.46626719,76.86927482,india,Himachal Pradesh,High,840.0,10.9,0.0,0.0,0.0,2.16
2013-05-26,28.758,77.15,india,Delhi,High,214.0,36.5,0.0,0.0,0.0,9.72
2015-09-06,25.9703,91.8584,india,Meghalaya,Low,299.0,25.7,7.7,7.7,6.0,2.87
2008-06-20,26.885,88.2778,india,West Bengal,High,1488.0,19.4,25.6,25.6,24.0,1.48
2018-08-08,12.98670911,75.27809658000001,india,Karnataka,High,102.0,23.1,27.0,27.0,24.0,1.18
2017-05-05,33.32217847,75.19281971000001,india,Jammu and Kashmir,Medium,1243.0,19.7,0.4,0.4,1.0,4.97
2007-09-01,17.2634,73.5446,india,Maharashtra,High,98.0,24.2,35.4,35.4,24.0,2.08
2018-08-19,10.52955815,76.69262671,india,Kerala,Low,988.0,18.8,27.2,27.2,24.0,1.5
2009-06-29,18.7591,73.3852,india,Maharashtra,Medium,571.0,23.7,8.0,8.0,16.0,2.48
2012-06-25,26.1049,91.7369,india,Assam,Medium,164.0,25.3,36.9,36.9,22.0,0.95
2012-06-10,24.8142,93.5444,india,Manipur,Low,562.0,24.3,39.9,39.9,18.0,1.81
2018-09-24,12.95406833,77.52013277,india,Karnataka,Low,857.0,22.6,28.0,28.0,21.0,3.41
2018-05-29,34.31775167,75.54649874,india,Jammu and Kashmir,Medium,3325.0,3.2,0.4,0.0,3.0,4.37
2010-10-09,25.3179,94.0462,india,Manipur,High,996.0,19.6,24.4,24.4,24.0,1.68
2018-09-07,9.40363243,77.05364274,india,Kerala,Medium,645.0,21.7,4.0,4.0,17.0,3.97
2016-06-28,15.3455,73.89759999999998,india,Goa,Low,14.0,26.1,57.8,57.8,24.0,1.31
2011-06-21,25.51614662,94.2341227,india,Nagaland,Medium,1623.0,20.5,10.5,10.5,14.0,3.23
2010-07-26,16.94057232,73.46476376999999,india,Maharashtra,Low,49.0,24.4,46.5,46.5,24.0,1.55
2013-08-22,19.0402,72.9089,india,Maharashtra,Medium,45.0,26.0,3.2,3.2,14.0,3.15
2012-08-24,30.9044,77.0969,india,Himachal Pradesh,High,1460.0,20.9,17.9,17.9,21.0,1.93
2008-08-12,12.845,75.65999999999998,india,Karnataka,Medium,479.0,21.2,46.9,46.9,24.0,1.35
2010-07-25,30.5589,77.2889,india,Himachal Pradesh,Medium,879.0,24.6,6.7,6.7,7.0,2.47
2012-03-04,29.5798,80.2123,india,Uttaranchal,Low,1532.0,13.1,0.6,0.6,2.0,3.11
2010-08-27,27.3392,88.61879999999998,india,Sikkim,Low,1892.0,16.9,21.3,21.3,24.0,1.93
2017-09-02,31.10312666,77.20355516,india,Himachal Pradesh,Low,2243.0,15.7,9.6,9.6,13.0,2.54
2014-07-28,29.5829,80.21819999999998,india,Uttaranchal,Medium,1581.0,20.0,18.7,18.7,20.0,1.65
2010-10-09,25.4749,93.1477,india,Assam,High,152.0,23.6,28.0,28.0,15.0,2.2
2017-07-09,25.82601444,91.87113067,india,Meghalaya,Low,633.0,23.9,8.8,8.8,20.0,1.66
2007-08-29,27.0096,88.2548,india,West Bengal,Low,2322.0,14.9,10.1,10.1,17.0,2.21
2014-09-08,25.9466,94.6279,india,Nagaland,Medium,1376.0,20.8,5.4,5.4,16.0,2.68
2016-07-17,30.1642,78.2936,india,Uttaranchal,Low,1058.0,22.3,139.4,139.4,24.0,0.85
2017-03-27,20.944738,85.156627,india,Orissa,High,115.0,31.2,0.0,0.0,0.0,6.25
2015-08-01,24.1419,94.1078,india,Manipur,High,1187.0,20.5,12.2,12.2,19.0,2.39
2013-08-04,26.0137,94.5163,india,Nagaland,Low,1715.0,19.9,12.8,12.8,12.0,3.48
2012-10-22,10.077,76.322,india,Kerala,Low,5.0,25.7,20.3,20.3,13.0,3.2
2011-02-13,33.0165,74.9437,india,Jammu and Kashmir,Medium,1891.0,3.4,49.4,45.5,24.0,0.57
2011-05-31,30.4783,78.2741,india,Uttaranchal,High,2305.0,14.5,6.6,6.6,9.0,3.42
2011-05-24,25.0888,92.8551,india,Assam,High,244.0,24.4,19.2,19.2,21.0,2.6
2013-04-26,34.2946,75.48319999999998,india,Jammu and Kashmir,Low,3473.0,0.1,9.7,1.7,16.0,2.59
2018-09-25,33.049870899999995,75.94928866,india,Jammu and Kashmir,Medium,1625.0,17.3,0.0,0.0,0.0,3.86
2015-03-30,34.0096,74.59149999999998,india,Jammu and Kashmir,High,1805.0,6.4,1.1,1.1,1.0,2.45
2012-08-05,30.4876,78.0366,india,Uttaranchal,High,1353.0,21.3,7.0,7.0,13.0,1.84
2017-06-20,28.10756941,94.18315697,india,Arunachal Pradesh,Medium,857.0,22.2,3.9,3.9,15.0,2.24
2018-12-17,16.52140962,80.60751229,india,Andhra Pradesh,Medium,189.0,18.5,31.7,31.7,15.0,0.99
2015-01-29,28.5714,77.21349999999998,india,Delhi,High,218.0,10.9,0.0,0.0,0.0,2.83
2017-07-09,27.1071241,93.65156438,india,Arunachal Pradesh,High,290.0,24.6,95.1,95.1,23.0,1.34
2017-04-04,25.481623,93.141692,india,Assam,Medium,160.0,19.0,49.0,49.0,19.0,1.5
2011-09-30,27.5161,88.5575,india,Sikkim,High,1325.0,20.9,0.4,0.4,2.0,3.32
2013-07-01,26.72,95.029,india,Nagaland,Low,717.0,24.2,26.2,26.2,21.0,1.91
2012-08-29,33.775,74.0934,india,Jammu and Kashmir,Low,1041.0,22.9,1.2,1.2,2.0,3.82
2007-07-16,27.1499,88.37999999999998,india,Sikkim,Medium,1099.0,22.1,30.7,30.7,24.0,1.86
2007-05-23,27.3383,88.60689999999998,india,Sikkim,Medium,1517.0,19.1,15.8,15.8,24.0,2.67
2017-02-04,33.27070612,75.17529326999998,india,Jammu and Kashmir,Medium,1015.0,11.0,17.8,17.8,10.0,1.98
2010-07-06,26.2363,94.8133,india,Nagaland,Low,1560.0,20.7,10.2,10.2,23.0,2.83
2010-09-19,31.1191,77.5092,india,Himachal Pradesh,High,1566.0,17.3,125.2,125.2,24.0,0.67
2016-08-03,18.3978,73.5086,india,Maharashtra,Low,776.0,21.0,41.4,41.4,24.0,1.0
2010-04-20,26.1978,91.7665,india,Assam,High,92.0,22.2,50.4,50.4,24.0,1.13
2007-07-30,22.533,92.899,india,Mizoram,Low,793.0,23.0,0.8,0.8,4.0,3.96
2013-07-25,19.3379,73.7767,india,Maharashtra,High,582.0,21.6,30.5,30.5,24.0,1.6
2017-06-12,23.33501164,92.85410625,india,Mizoram,Low,854.0,21.5,167.9,167.9,22.0,0.71
2015-06-19,25.16,93.686,india,Manipur,Medium,1089.0,23.3,1.8,1.8,7.0,3.08
2013-07-05,33.0852,74.8799,india,Jammu and Kashmir,Low,803.0,25.4,7.9,7.9,13.0,4.14
2016-07-31,31.6865,77.10429999999998,india,Himachal Pradesh,High,1075.0,22.8,6.4,6.4,15.0,3.36
2018-10-12,20.47818279,86.106255,india,Orissa,Low,18.0,25.7,51.3,51.3,21.0,1.21
2011-07-06,24.8063,93.9482,india,Manipur,Low,783.0,23.4,2.7,2.7,6.0,4.12
2007-06-25,11.2738,75.8275,india,Kerala,Low,40.0,25.8,5.0,5.0,11.0,2.93
2010-08-26,16.5141,80.6053,india,Andhra Pradesh,Medium,102.0,25.3,26.9,26.9,20.0,0.88
2014-08-14,23.0137,91.7174,india,Tripura,Low,21.0,26.0,11.2,11.2,22.0,1.4
2015-07-26,31.9563,77.1135,india,Himachal Pradesh,Medium,1205.0,23.5,16.4,16.4,12.0,2.39
2017-07-06,19.17041801,73.02151508,india,Maharashtra,Medium,78.0,26.7,5.9,5.9,20.0,3.42
2014-08-20,20.5349,73.17029999999998,india,Gujarat,Low,79.0,27.1,3.5,3.5,2.0,3.59
2014-09-22,26.1097,91.7747,india,Assam,Low,60.0,24.9,66.3,66.3,24.0,1.02
2009-09-10,31.8833,78.61669999999998,india,Himachal Pradesh,Low,3294.0,5.1,53.7,31.7,24.0,1.25
2013-11-13,8.4863,76.9517,india,Kerala,High,9.0,25.1,6.2,6.2,12.0,2.44
2018-08-17,10.1160933,77.14963250000001,india,Kerala,Low,1657.0,16.4,37.9,37.9,24.0,1.59
2011-06-29,30.0667,79.0193,india,Uttaranchal,Medium,2226.0,17.5,20.6,20.6,24.0,2.02
2008-02-13,33.2418,75.242,india,Jammu and Kashmir,Low,805.0,3.3,0.0,0.0,0.0,2.65
2014-09-04,33.0086,74.9426,india,Jammu and Kashmir,High,1515.0,17.2,71.5,71.5,24.0,0.72
2017-04-22,27.6802471,93.62592773,india,Arunachal Pradesh,Low,1060.0,18.6,14.0,14.0,15.0,1.33
2015-03-23,33.7099,74.7959,india,Jammu and Kashmir,High,2219.0,7.9,0.0,0.0,0.0,3.92
2010-04-01,25.1553,93.028,india,Assam,High,565.0,20.7,15.3,15.3,18.0,2.72
2018-09-02,12.02218293,75.775,india,Kerala,Low,430.0,23.1,10.3,10.3,17.0,3.32
2013-08-07,32.9913,75.1915,india,Jammu and Kashmir,Medium,835.0,23.4,3.2,3.2,11.0,2.67
2010-06-15,26.3335,94.5512,india,Nagaland,High,1356.0,21.1,15.5,15.5,24.0,1.91
2017-07-12,25.69111465,94.09483333,india,Nagaland,Low,1385.0,20.3,15.4,15.4,17.0,2.03
2013-09-08,27.6047,88.64629999999998,india,Sikkim,Low,1634.0,18.2,4.2,4.2,16.0,2.96
2013-08-15,25.3833,94.1884,india,Manipur,Medium,1683.0,19.3,6.5,6.5,20.0,2.88
2011-06-29,25.5125,93.3613,india,Assam,High,320.0,25.8,3.7,3.7,11.0,2.68
2010-08-19,25.61560252,94.11603493,india,Nagaland,High,1634.0,19.6,16.4,16.4,20.0,1.67
2015-07-31,24.819,94.3551,india,Manipur,Low,1615.0,15.8,61.1,61.1,24.0,0.74
2010-08-13,30.8522,76.991,india,Himachal Pradesh,Low,1252.0,22.9,9.4,9.4,13.0,2.74
2007-03-23,33.9659,74.3313,india,Jammu and Kashmir,Medium,3678.0,-3.0,0.0,0.0,0.0,2.87
2015-07-24,29.5863,80.21859999999998,india,Uttaranchal,Medium,1657.0,20.1,10.5,10.5,24.0,3.23
2016-07-01,27.0136,92.6351,india,Arunachal Pradesh,High,231.0,25.3,10.6,10.6,24.0,1.67
2015-08-20,32.6175,75.6157,india,Jammu and Kashmir,High,1068.0,23.0,8.0,8.0,12.0,2.52
2011-07-09,30.7652,78.5925,india,Uttaranchal,Low,1420.0,22.1,13.2,13.2,16.0,3.08
2017-07-06,26.10973183,91.80317334,india,Assam,High,65.0,27.9,28.1,28.1,10.0,2.33
2017-07-10,24.37169581,93.70684171,india,Manipur,Medium,810.0,23.2,12.2,12.2,19.0,2.21
2017-06-30,33.08146902,75.29750088,india,Jammu and Kashmir,Medium,1755.0,18.5,84.0,84.0,14.0,3.99
2017-07-09,27.05957271,93.50102778,india,Arunachal Pradesh,Low,267.0,24.9,94.1,94.1,24.0,1.37
2008-08-12,13.986,75.452,india,Karnataka,Medium,689.0,21.6,12.7,12.7,20.0,2.08
2017-04-16,33.1292173,75.44618905999998,india,Jammu and Kashmir,Medium,1030.0,23.7,0.0,0.0,0.0,6.04
2015-11-07,11.3432,76.8285,india,Tamil Nadu,Medium,1274.0,19.7,2.1,2.1,9.0,3.35
2012-06-13,25.5498,92.0757,india,Meghalaya,Medium,1245.0,22.3,12.2,12.2,20.0,3.43
2014-09-04,33.798,74.2562,india,Jammu and Kashmir,Low,1403.0,18.1,120.0,120.0,24.0,0.65
2017-06-27,31.72415448,76.93732120999998,india,Himachal Pradesh,Low,758.0,26.3,26.9,26.9,12.0,3.38
2017-04-05,30.81350174,78.6179215,india,Uttaranchal,High,1714.0,13.2,25.7,25.7,21.0,2.59
2013-06-16,31.348,77.4614,india,Himachal Pradesh,Medium,878.0,22.9,94.2,94.2,24.0,1.28
2011-08-07,31.2403,77.92579999999998,india,Himachal Pradesh,High,1920.0,20.0,16.2,16.2,15.0,2.51
2013-06-17,30.6945,79.0544,india,Uttaranchal,Low,2778.0,12.2,138.9,137.3,24.0,0.9
2010-09-13,23.72988966,92.71495623,india,Mizoram,Low,946.0,20.9,15.4,15.4,16.0,1.77
2018-08-13,32.02547867,76.16692598999998,india,Himachal Pradesh,Low,503.0,26.4,28.6,28.6,14.0,2.81
2015-04-05,33.9243,74.61629999999998,india,Jammu and Kashmir,Low,2201.0,3.9,0.3,0.3,1.0,3.46
2015-07-19,18.7632,73.34699999999998,india,Maharashtra,Low,399.0,23.9,14.0,14.0,24.0,2.39
2011-08-15,27.4888,93.0153,india,Arunachal Pradesh,Low,524.0,23.2,76.0,76.0,24.0,0.86
2018-09-02,32.44155342,76.53467166,india,Himachal Pradesh,Low,2106.0,17.3,9.9,9.9,16.0,1.11
2016-08-07,32.9041,75.09109999999998,india,Jammu and Kashmir,Medium,644.0,24.0,23.0,23.0,16.0,1.49
2012-04-24,33.2413,75.2381,india,Jammu and Kashmir,High,734.0,20.5,1.3,1.3,5.0,4.83
2016-03-26,33.04965334,75.29048614,india,Jammu and Kashmir,Low,1342.0,14.3,14.0,14.0,15.0,2.72
2018-08-18,32.060732509999994,77.13301332999998,india,Himachal Pradesh,Medium,1386.0,23.3,21.2,21.2,23.0,2.52
2010-09-04,30.5004,79.3888,india,Uttaranchal,Medium,2088.0,16.2,77.9,77.9,20.0,1.02
2017-07-01,27.10647226,93.65975252,india,Arunachal Pradesh,High,234.0,24.9,75.6,75.6,20.0,1.24
2013-08-05,9.8957,76.9346,india,Kerala,Low,738.0,18.9,103.9,103.9,24.0,1.13
2017-01-30,18.769972,73.36312926,india,Maharashtra,High,483.0,24.4,0.0,0.0,0.0,5.27
2017-07-09,27.11610665,93.79559574,india,Arunachal Pradesh,Low,153.0,25.2,116.0,116.0,23.0,1.23
2016-07-16,12.8962,74.8859,india,Karnataka,Medium,52.0,25.3,15.5,15.5,15.0,3.01
2013-06-16,29.7986,80.417,india,Uttaranchal,Medium,789.0,22.1,109.4,109.4,24.0,0.9
2018-08-13,31.05513474,77.02399952,india,Himachal Pradesh,Medium,1290.0,21.3,59.5,59.5,19.0,1.51
2017-06-29,33.18477201,75.80813836,india,Jammu and Kashmir,Medium,1078.0,23.3,18.9,18.9,24.0,1.21
2010-07-24,16.93911427,73.4745894,india,Maharashtra,High,37.0,24.4,68.0,68.0,24.0,0.69
2015-08-26,23.8447,93.0514,india,Mizoram,Low,1053.0,22.3,10.6,10.6,11.0,3.19
2010-07-30,15.949,73.9667,india,Maharashtra,Low,132.0,23.4,78.5,78.5,24.0,0.62
2011-02-13,33.577,74.1872,india,Jammu and Kashmir,High,1379.0,7.5,39.8,39.8,24.0,0.65
2016-06-21,32.99,75.1892,india,Jammu and Kashmir,Low,876.0,25.9,5.2,5.2,11.0,4.37
2012-06-07,27.1748,88.64579999999998,india,Sikkim,Medium,930.0,22.9,3.5,3.5,15.0,3.21
2021-06-12,23.74253,92.73868,india,Mizoram,Low,967.0,22.5,13.0,13.0,9.0,3.0
2010-08-19,19.1935,73.01139999999998,india,Maharashtra,Medium,113.0,25.7,2.7,2.7,8.0,2.62
2010-08-06,34.1482,77.5971,india,Jammu and Kashmir,High,3564.0,15.2,12.8,12.8,20.0,3.3
2013-07-24,19.1711,73.0207,india,Maharashtra,Low,25.0,25.3,37.5,37.5,24.0,1.01
2017-06-21,33.01739981,74.93828040999999,india,Jammu and Kashmir,High,1865.0,16.2,4.2,4.2,13.0,2.12
2011-02-13,33.33875958,75.19210609999999,india,Jammu and Kashmir,Low,1209.0,7.4,30.2,30.2,24.0,0.63
